% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
563 +2.876119987e-04 +2.876119987e-04 +5.908402876e+02 +5.908402876e+02 +1.4449e+00 -3.3420e+00
670 +1.124463471e-04 +1.124463471e-04 +5.908401124e+02 +5.908401124e+02 +1.4456e+00 -3.3399e+00
718 +6.896490504e-05 +6.896490504e-05 +5.908400690e+02 +5.908400690e+02 +1.4449e+00 -3.3380e+00
763 +5.393328922e-05 +5.393328922e-05 +5.908400539e+02 +5.908400539e+02 +1.4451e+00 -3.3378e+00
771 +2.899776860e-05 +2.899776860e-05 +5.908400290e+02 +5.908400290e+02 +1.4454e+00 -3.3375e+00
821 +2.151325714e-05 +2.151325714e-05 +5.908400215e+02 +5.908400215e+02 +1.4453e+00 -3.3372e+00
863 +1.259045757e-05 +1.259045757e-05 +5.908400126e+02 +5.908400126e+02 +1.4457e+00 -3.3373e+00
902 +6.326343396e-06 +6.326343396e-06 +5.908400063e+02 +5.908400063e+02 +1.4456e+00 -3.3368e+00
948 +2.279223054e-06 +2.279223054e-06 +5.908400023e+02 +5.908400023e+02 +1.4455e+00 -3.3363e+00
972 +7.272482208e-07 +7.272482208e-07 +5.908400007e+02 +5.908400007e+02 +1.4456e+00 -3.3362e+00
998 +6.238714150e-07 +6.238714150e-07 +5.908400006e+02 +5.908400006e+02 +1.4455e+00 -3.3361e+00
1024 +3.388549885e-09 +3.388549885e-09 +5.908400000e+02 +5.908400000e+02 +1.4456e+00 -3.3360e+00
% function evaluation | noise-free fitness - Fopt (-2.019100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.272582210e+04 +6.272582210e+04 +6.252391210e+04 +6.252391210e+04 +1.8094e+00 +3.1084e+00
3 +2.112853471e+02 +2.112853471e+02 +9.375347086e+00 +9.375347086e+00 -3.3371e+00 -8.6185e-01
7 +8.614671161e+00 +8.614671161e+00 -1.932953288e+02 -1.932953288e+02 -4.7357e+00 -1.6991e-01
66 +7.297701750e-01 +7.297701750e-01 -2.011802298e+02 -2.011802298e+02 -2.4530e+00 +1.2133e+00
219 +3.606081636e-01 +3.606081636e-01 -2.015493918e+02 -2.015493918e+02 -2.5211e+00 +1.3221e+00
269 +2.424064082e-01 +2.424064082e-01 -2.016675936e+02 -2.016675936e+02 -2.5304e+00 +1.3980e+00
316 +1.497402263e-01 +1.497402263e-01 -2.017602598e+02 -2.017602598e+02 -2.4398e+00 +1.4507e+00
415 +4.244810016e-02 +4.244810016e-02 -2.018675519e+02 -2.018675519e+02 -2.2259e+00 +1.5370e+00
428 +1.101534273e-02 +1.101534273e-02 -2.018989847e+02 -2.018989847e+02 -2.2171e+00 +1.5864e+00
537 +9.206650396e-03 +9.206650396e-03 -2.019007933e+02 -2.019007933e+02 -2.1944e+00 +1.5852e+00
573 +4.309304644e-03 +4.309304644e-03 -2.019056907e+02 -2.019056907e+02 -2.1852e+00 +1.6114e+00
624 +2.538224785e-03 +2.538224785e-03 -2.019074618e+02 -2.019074618e+02 -2.1728e+00 +1.6166e+00
650 +1.035729399e-03 +1.035729399e-03 -2.019089643e+02 -2.019089643e+02 -2.1643e+00 +1.6187e+00
655 +6.043565095e-04 +6.043565095e-04 -2.019093956e+02 -2.019093956e+02 -2.1501e+00 +1.6184e+00
705 +2.642688023e-04 +2.642688023e-04 -2.019097357e+02 -2.019097357e+02 -2.1473e+00 +1.6219e+00
770 +1.063002981e-04 +1.063002981e-04 -2.019098937e+02 -2.019098937e+02 -2.1476e+00 +1.6232e+00
814 +8.345742904e-05 +8.345742904e-05 -2.019099165e+02 -2.019099165e+02 -2.1480e+00 +1.6235e+00
837 +5.430081873e-05 +5.430081873e-05 -2.019099457e+02 -2.019099457e+02 -2.1475e+00 +1.6241e+00
887 +3.607426996e-05 +3.607426996e-05 -2.019099639e+02 -2.019099639e+02 -2.1474e+00 +1.6245e+00
950 +1.375460661e-05 +1.375460661e-05 -2.019099862e+02 -2.019099862e+02 -2.1464e+00 +1.6254e+00
1000 +9.578967223e-06 +9.578967223e-06 -2.019099904e+02 -2.019099904e+02 -2.1463e+00 +1.6256e+00
1014 +5.937679589e-06 +5.937679589e-06 -2.019099941e+02 -2.019099941e+02 -2.1455e+00 +1.6257e+00
1114 +3.772079310e-06 +3.772079310e-06 -2.019099962e+02 -2.019099962e+02 -2.1454e+00 +1.6259e+00
1207 +2.448904553e-06 +2.448904553e-06 -2.019099976e+02 -2.019099976e+02 -2.1455e+00 +1.6260e+00
1366 +9.203895672e-07 +9.203895672e-07 -2.019099991e+02 -2.019099991e+02 -2.1450e+00 +1.6262e+00
1450 +5.851417484e-07 +5.851417484e-07 -2.019099994e+02 -2.019099994e+02 -2.1451e+00 +1.6262e+00
1505 +3.894564031e-07 +3.894564031e-07 -2.019099996e+02 -2.019099996e+02 -2.1450e+00 +1.6263e+00
1702 +2.386455549e-07 +2.386455549e-07 -2.019099998e+02 -2.019099998e+02 -2.1450e+00 +1.6263e+00
1757 +1.571792438e-07 +1.571792438e-07 -2.019099998e+02 -2.019099998e+02 -2.1449e+00 +1.6263e+00
1816 +5.743902420e-08 +5.743902420e-08 -2.019099999e+02 -2.019099999e+02 -2.1449e+00 +1.6263e+00
1866 +3.471370746e-08 +3.471370746e-08 -2.019100000e+02 -2.019100000e+02 -2.1449e+00 +1.6264e+00
1933 +1.642106895e-08 +1.642106895e-08 -2.019100000e+02 -2.019100000e+02 -2.1448e+00 +1.6264e+00
1993 +1.185011911e-08 +1.185011911e-08 -2.019100000e+02 -2.019100000e+02 -2.1448e+00 +1.6264e+00
2037 +9.980169580e-09 +9.980169580e-09 -2.019100000e+02 -2.019100000e+02 -2.1448e+00 +1.6264e+00
% function evaluation | noise-free fitness - Fopt (-6.224000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.756263278e+05 +2.756263278e+05 +2.755640878e+05 +2.755640878e+05 -4.6643e+00 -2.2723e+00
2 +2.102011365e+05 +2.102011365e+05 +2.101388965e+05 +2.101388965e+05 +2.4084e+00 -2.5989e+00
3 +1.566631250e+04 +1.566631250e+04 +1.560407250e+04 +1.560407250e+04 +2.6388e+00 +1.4161e+00
9 +2.940013328e+01 +2.940013328e+01 -3.283986672e+01 -3.283986672e+01 -4.0067e+00 +2.5001e+00
12 +1.881239324e+01 +1.881239324e+01 -4.342760676e+01 -4.342760676e+01 -3.1604e+00 +3.8896e+00
24 +1.152356381e+01 +1.152356381e+01 -5.071643619e+01 -5.071643619e+01 -1.1234e+00 +3.4529e+00
41 +4.494299031e+00 +4.494299031e+00 -5.774570097e+01 -5.774570097e+01 -8.9426e-01 +2.2436e+00
162 +2.624943036e+00 +2.624943036e+00 -5.961505696e+01 -5.961505696e+01 -3.8780e-01 +2.2505e+00
192 +1.326727178e+00 +1.326727178e+00 -6.091327282e+01 -6.091327282e+01 +2.0229e-01 +2.0737e+00
214 +7.906946092e-01 +7.906946092e-01 -6.144930539e+01 -6.144930539e+01 +6.4115e-01 +2.0158e+00
252 +3.336012013e-01 +3.336012013e-01 -6.190639880e+01 -6.190639880e+01 +7.2007e-01 +1.6696e+00
259 +6.639032975e-02 +6.639032975e-02 -6.217360967e+01 -6.217360967e+01 +9.9331e-01 +1.5969e+00
380 +5.856994957e-02 +5.856994957e-02 -6.218143005e+01 -6.218143005e+01 +1.0093e+00 +1.5835e+00
430 +3.059612207e-02 +3.059612207e-02 -6.220940388e+01 -6.220940388e+01 +1.0455e+00 +1.5963e+00
465 +2.283088774e-02 +2.283088774e-02 -6.221716911e+01 -6.221716911e+01 +1.0647e+00 +1.5917e+00
535 +1.187236798e-02 +1.187236798e-02 -6.222812763e+01 -6.222812763e+01 +1.1030e+00 +1.5678e+00
552 +8.057169718e-03 +8.057169718e-03 -6.223194283e+01 -6.223194283e+01 +1.1262e+00 +1.5799e+00
615 +4.886153348e-03 +4.886153348e-03 -6.223511385e+01 -6.223511385e+01 +1.1292e+00 +1.5718e+00
635 +3.335433657e-03 +3.335433657e-03 -6.223666457e+01 -6.223666457e+01 +1.1446e+00 +1.5518e+00
717 +9.290179633e-04 +9.290179633e-04 -6.223907098e+01 -6.223907098e+01 +1.1614e+00 +1.5488e+00
767 +1.557653389e-04 +1.557653389e-04 -6.223984423e+01 -6.223984423e+01 +1.1722e+00 +1.5469e+00
837 +5.706863885e-05 +5.706863885e-05 -6.223994293e+01 -6.223994293e+01 +1.1737e+00 +1.5487e+00
867 +1.641778354e-05 +1.641778354e-05 -6.223998358e+01 -6.223998358e+01 +1.1749e+00 +1.5468e+00
988 +1.387523191e-05 +1.387523191e-05 -6.223998612e+01 -6.223998612e+01 +1.1751e+00 +1.5470e+00
1060 +5.241685145e-06 +5.241685145e-06 -6.223999476e+01 -6.223999476e+01 +1.1758e+00 +1.5466e+00
1107 +1.745607740e-06 +1.745607740e-06 -6.223999825e+01 -6.223999825e+01 +1.1764e+00 +1.5467e+00
1256 +9.810977417e-07 +9.810977417e-07 -6.223999902e+01 -6.223999902e+01 +1.1764e+00 +1.5465e+00
1331 +4.623960592e-07 +4.623960592e-07 -6.223999954e+01 -6.223999954e+01 +1.1766e+00 +1.5466e+00
1431 +3.938837807e-07 +3.938837807e-07 -6.223999961e+01 -6.223999961e+01 +1.1765e+00 +1.5465e+00
1512 +1.025573724e-07 +1.025573724e-07 -6.223999990e+01 -6.223999990e+01 +1.1767e+00 +1.5464e+00
1552 +6.835004740e-08 +6.835004740e-08 -6.223999993e+01 -6.223999993e+01 +1.1767e+00 +1.5464e+00
1562 +5.947724446e-08 +5.947724446e-08 -6.223999994e+01 -6.223999994e+01 +1.1767e+00 +1.5464e+00
1602 +3.129108705e-08 +3.129108705e-08 -6.223999997e+01 -6.223999997e+01 +1.1767e+00 +1.5464e+00
1651 +2.022505186e-08 +2.022505186e-08 -6.223999998e+01 -6.223999998e+01 +1.1768e+00 +1.5464e+00
